iso3,year,hs27_import_value,all_import_value,exp_imp,exp_imp_pct
COL,2019,4525971285.9,52695881703.65,0.08588851992937631,8.58885199293763
COL,2020,2202241397.29,43487464166.34,0.05064083269758853,5.064083269758854
COL,2021,3766757558.71,61098589560.05,0.06165048302805564,6.165048302805564
COL,2022,7380255070.62,77410016061.06,0.09533979510866594,9.533979510866594
COL,2023,6486254111.24,62780546566.77,0.10331630522428743,10.331630522428743
COL,2024,6181162130.54,64069839028.73,0.0964753809942969,9.64753809942969
COM,2015,8687098.559,214342750.712,0.04052900567032637,4.052900567032637
COM,2016,2063421.919,194635051.326,0.010601491894406592,1.0601491894406592
COM,2017,32592983.535,240676610.392,0.1354223141248103,13.542231412481028
COM,2018,2196520.722,208856434.456,0.010516892753250287,1.0516892753250286
COM,2019,10368630.115,203585921.43,0.0509299957588919,5.0929995758891895
COM,2020,22838315.785,229588274.751,0.09947509649510325,9.947509649510325
COM,2021,103278050.668,326486668.102,0.3163316017416496,31.63316017416496
COM,2022,3691473.259,228665077.135,0.016143581281634085,1.6143581281634085
COM,2023,27937641.11,273141564.971,0.10228264274961665,10.228264274961665
CPV,2015,77855544.708,603429928.609,0.12902168257956506,12.902168257956506
CPV,2016,59766149.0,672160140.0,0.0889165325989131,8.89165325989131
CPV,2017,80165494.995,793599019.462,0.10101511346289986,10.101511346289985
CPV,2018,98208031.73,814604296.77,0.12055918698122042,12.055918698122042
CPV,2019,585140545.403,1390725479.84,0.42074482267364455,42.07448226736445
CPV,2020,369997084.925,1131399155.386,0.32702612792632674,32.70261279263267
CPV,2021,443485374.276,1281883198.877,0.3459639494959584,34.59639494959584
CPV,2022,934403140.367,1772369095.081,0.5272057287391915,52.720572873919146
CPV,2023,821582048.604,1758896767.736,0.4671007779845523,46.71007779845523
CPV,2024,132725004.194,915655237.107,0.1449508492009971,14.49508492009971
CRI,2015,1340593021.0,15504422756.0,0.0864652004203903,8.646520042039029
CRI,2016,1181868175.0,15321512292.0,0.07713782768148172,7.713782768148173
CRI,2017,1529050261.85,16352350364.383,0.0935064518419578,9.35064518419578
CRI,2018,1717095714.78,16563019255.69,0.10367045333175683,10.367045333175682
CRI,2019,1689749945.1,16106274382.32,0.10491252694383832,10.491252694383832
CRI,2020,936742547.15,14456129003.0,0.06479898920074682,6.479898920074683
CRI,2021,1706346926.09,18428113840.58,0.09259476801866201,9.259476801866201
CRI,2022,2692919542.71,21140329929.564,0.1273830423499705,12.73830423499705
CRI,2023,2587643123.4,22512106218.479,0.11494451466633275,11.494451466633276
CRI,2024,2460756242.15,23675682802.864,0.10393602003538954,10.393602003538954
CUB,2016,1990338067.33,10269929395.63,0.19380250736455082,19.380250736455082
CUB,2017,2502525368.7,10171983273.03,0.24602138064217982,24.602138064217982
CUB,2018,3308143350.44,11484223171.71,0.28805982790278867,28.80598279027887
CUB,2019,2569650182.11,9901427082.19,0.25952321425788294,25.952321425788295
CUB,2020,1612691873.11,7230346246.01,0.22304490244847527,22.30449024484753
CUB,2021,2603859903.91,8431206697.96,0.3088359706019336,30.883597060193356
CUB,2022,3329981000.04,9833119746.1,0.3386494913133477,33.86494913133477
CUW,2017,24245.958,1275609926.607,1.9007345031009534e-05,0.0019007345031009533
CUW,2018,44916.116,1379309683.386,3.256419971600404e-05,0.003256419971600404
CYM,2015,119617354.0,915454381.0,0.13066446180456914,13.066446180456914
CYM,2020,106699016.857,1334620075.09,0.07994710917997001,7.9947109179970015
CYM,2021,154820384.054,1535973723.621,0.10079624519162787,10.079624519162786
CYM,2022,277978900.839,1795761359.96,0.15479723923071376,15.479723923071376
CYM,2023,258343557.836,1831972713.276,0.14101932630536876,14.101932630536876
CYM,2024,225149159.834,1653969003.914,0.13612658961637158,13.612658961637159
CYP,2015,1242373702.317,7138844108.848,0.174030092739689,17.4030092739689
CYP,2016,1178278406.691,7877434972.093,0.1495764053737325,14.957640537373251
CYP,2017,1641494436.534,9281685174.54,0.176853061234686,17.6853061234686
CYP,2018,2228952088.96,10862975741.226,0.2051879836664755,20.51879836664755
CYP,2019,1725250374.704,9179162776.815,0.1879529121176158,18.79529121176158
CYP,2020,1221590255.266,8728558940.7,0.13995325729770838,13.995325729770839
CYP,2021,1858923860.737,10319375229.352,0.18013918666796364,18.013918666796364
CYP,2022,2765781011.675,11888671300.904,0.232640043758691,23.2640043758691
CYP,2023,3141213244.365,14261326213.08,0.2202609489069808,22.02609489069808
CYP,2024,3006606025.815,13421950492.745,0.22400663952978878,22.400663952978878
CZE,2015,9027691815.0,140716185564.0,0.06415531929618758,6.415531929618758
CZE,2016,6798287653.0,142327655949.0,0.04776505035280015,4.776505035280015
CZE,2017,8783020258.0,162898931578.0,0.053916991185387085,5.391699118538709
CZE,2018,11200300764.0,184924023432.0,0.060567040215402615,6.056704021540262
CZE,2019,9552073734.0,179273065047.0,0.05328225816575253,5.3282258165752525
CZE,2020,6078743687.0,171440208263.0,0.03545693130327296,3.545693130327296
CZE,2021,12085966126.0,212480637162.0,0.05688031760176523,5.688031760176523
CZE,2022,22115662333.0,236320011363.0,0.09358353617810714,9.358353617810714
CZE,2023,13960601914.0,228913298532.0,0.06098641714364373,6.098641714364373
CZE,2024,12508648373.0,229396961967.0,0.05452839595495357,5.452839595495357
DEU,2015,99639046490.159,1057535853584.251,0.09421812617743179,9.421812617743178
DEU,2016,78322470155.548,1060882070132.76,0.07382768769552929,7.382768769552929
DEU,2017,90011112826.449,1119617190542.96,0.08039454340889317,8.039454340889316
DEU,2018,117698928571.508,1292726052270.048,0.09104707711647549,9.10470771164755
DEU,2019,108899665317.358,1239895409104.581,0.08782971895670007,8.782971895670007
DEU,2020,76605476289.187,1173167331768.128,0.0652979964705732,6.52979964705732
DEU,2021,128071788562.567,1424674986141.296,0.08989544268580647,8.989544268580648
DEU,2022,207787387229.681,1598522313901.285,0.129987167162255,12.9987167162255
DEU,2023,133885730230.883,1486746612551.526,0.09005282346069104,9.005282346069105
DEU,2024,111834547584.07,1376916344521.952,0.08122101827682027,8.122101827682027
DJI,2021,272338468.402,3971928231.423,0.06856580797393483,6.856580797393483
DJI,2022,420442631.875,5091386246.072,0.0825792056533466,8.25792056533466
DJI,2023,418613174.979,5294939996.122,0.07905909704087132,7.905909704087131
DMA,2016,27175306.528,213888860.185,0.12705339822043618,12.705339822043618
DMA,2017,28983277.624,198024569.071,0.14636202850974667,14.636202850974666
DMA,2018,33920295.461,302482343.082,0.11213975373036747,11.213975373036748
DMA,2019,27897050.59,292290126.106,0.09544301397264114,9.544301397264114
DMA,2020,13974103.804,179966582.996,0.07764832543556485,7.764832543556485
DMA,2021,10365078.894,190370756.666,0.05444680199588233,5.444680199588233
DMA,2022,44153266.217,266651625.941,0.16558408770689237,16.558408770689237
DMA,2023,56296488.148,301308617.58,0.18683995366661826,18.683995366661826
DNK,2015,5722715008.0,85327361281.0,0.0670677602364142,6.70677602364142
DNK,2016,4525632641.938,84427760620.177,0.05360360867911543,5.360360867911543
DNK,2017,5429883516.069,91982268360.238,0.05903185051713972,5.9031850517139715
DNK,2018,6843090198.088,101699638355.39,0.06728726186984835,6.728726186984835
DNK,2019,6601633026.078,97006756563.178,0.06805333215917313,6.8053332159173126
DNK,2020,4436588087.275,95778398378.87,0.04632138522222116,4.632138522222116
DNK,2021,8410131135.143,122963302054.023,0.06839545616177477,6.839545616177476
DNK,2022,13432769584.197,118596921488.752,0.113264066348223,11.3264066348223
DNK,2023,9549916101.571,120211272023.07,0.07944276722850295,7.944276722850295
DNK,2024,8604297897.425,123216208191.038,0.06983089338445349,6.983089338445349
DOM,2015,3056521542.464,18686637184.375,0.16356723322159528,16.356723322159528
DOM,2016,2786762724.286,19284430508.355,0.1445084273076476,14.45084273076476
DOM,2017,3265555261.146,19559015612.619,0.16695908044774724,16.695908044774725
DOM,2018,4268904815.467,20349363184.119,0.2097807571098111,20.97807571098111
DOM,2019,3960143989.991,21983287128.894,0.18014339560647127,18.014339560647127
DOM,2020,2302686878.47,17100579284.989,0.13465548974070798,13.4655489740708
DOM,2021,4253772132.591,24186670739.513,0.17587257785097918,17.58725778509792
DOM,2022,4364560322.044,26760023728.204,0.16310001688989262,16.31000168898926
DOM,2023,5721661540.07,31341173294.242,0.18256054061387622,18.256054061387623
DOM,2024,5435809359.971,32692547490.514,0.1662705961212794,16.62705961212794
DZA,2015,2341859895.0,51803071085.0,0.04520697028092036,4.520697028092036
DZA,2016,1562882086.0,47090683586.0,0.033188774657428054,3.3188774657428053
DZA,2017,1938239896.75,46053015989.108,0.04208714359138635,4.208714359138635
ECU,2015,4196283663.0,21387292074.0,0.1962045334435451,19.62045334435451
ECU,2016,2649360685.0,16188692759.0,0.1636550105954111,16.36550105954111
ECU,2017,3378852841.43,19844243617.71,0.17026866362467663,17.026866362467665
ECU,2018,4527743136.324,23177496854.698,0.1953508251865534,19.53508251865534
ECU,2019,4378702106.626,22564309274.124,0.19405433835492364,19.405433835492364
ECU,2020,2772856963.034,17917997364.652,0.15475261585338745,15.475261585338746
ECU,2021,4850565674.698,25687187046.213,0.18883210785094925,18.883210785094924
ECU,2022,8047147897.8,33048920968.5,0.24349200100874696,24.349200100874697
ECU,2023,7455492323.6,30895673812.6,0.24131185384794784,24.131185384794783
ECU,2024,7376103187.413,29489750199.383,0.2501243020894537,25.012430208945368
EGY,2015,11800380849.631,73998025065.793,0.15946886202894017,15.946886202894017
EGY,2016,10829651756.452,70670153153.47,0.15324222848270774,15.324222848270775
EGY,2017,11696772672.227,66767508579.595,0.17518659780876836,17.518659780876835
EGY,2018,14307134948.163,81909517664.928,0.17466999386676924,17.466999386676925
EGY,2019,10888188212.781,76514916839.344,0.14230151011785835,14.230151011785836
EGY,2020,7063384746.43,70436788934.938,0.1002797664861526,10.02797664861526
EGY,2021,10973872567.043,89206204635.236,0.12301692031305607,12.301692031305606
EGY,2022,15138995649.692,96188945660.129,0.15738810261195346,15.738810261195347
EGY,2023,12619166938.27,84217629482.006,0.1498399683758164,14.983996837581639
EGY,2024,16994323713.367,94697971473.86,0.17945815996764025,17.945815996764026
ESP,2015,42650042470.996,304708110644.925,0.13997015826302014,13.997015826302015
ESP,2016,33684342468.628,302931264697.779,0.11119467151148418,11.119467151148418
ESP,2017,45731795569.419,341650733518.127,0.13385539992406484,13.385539992406484
ESP,2018,56443978524.975,391056705310.092,0.14433706866173598,14.433706866173598
ESP,2019,49704845301.587,375470067282.007,0.1323803137261933,13.23803137261933
ESP,2020,30886391304.168,329738801365.615,0.09366926541933145,9.366926541933145
ESP,2021,55088311527.708,426059816727.044,0.1292971300389035,12.92971300389035
ESP,2022,95551419471.865,499055069367.492,0.19146468062726613,19.146468062726612
ESP,2023,68247637124.504,469043091352.087,0.14550398115399155,14.550398115399155
ESP,2024,60181647966.72,451303134202.679,0.13335083097316267,13.335083097316266
EST,2015,2086410123.0,15731849158.0,0.13262332368213772,13.262332368213773
EST,2016,1472967960.818,15682263347.61,0.0939257253987182,9.39257253987182
EST,2017,1715442761.116,17372913325.616,0.09874237722619701,9.874237722619702
EST,2018,2931229785.742,19826320836.843,0.1478453723141075,14.784537231410749
EST,2019,2475766750.649,18669106128.528,0.13261303104736308,13.261303104736308
EST,2020,1995138681.47,17764140292.59,0.11231270686948117,11.231270686948116
EST,2021,3800668333.84,24203348934.94,0.15703067968223805,15.703067968223806
EST,2022,5637359897.34,27535703192.88,0.20472910598475913,20.472910598475913
EST,2023,2547462323.04,23437466334.43,0.1086918819078041,10.86918819078041
EST,2024,2080027657.33,22671636104.72,0.09174581171479546,9.174581171479545
ETH,2015,2165736352.058,17685578211.976,0.12245776338776675,12.245776338776675
ETH,2016,1812551368.268,17451145266.389,0.10386432183101378,10.386432183101379
ETH,2017,1574100291.722,15758882146.875,0.09988654506399398,9.9886545063994
ETH,2018,1493568990.184,14985595756.567,0.09966697450313158,9.96669745031316
ETH,2019,2634275927.42,15533415853.65,0.16958767808955588,16.95876780895559
ETH,2020,1718258059.72,14090449257.25,0.1219448740313159,12.19448740313159
ETH,2021,1089568925.2,15284934933.46,0.07128384451377956,7.128384451377956
ETH,2022,1076322190.541,16537801018.968,0.0650825456967655,6.5082545696765495
ETH,2023,2651161984.554,17050150860.951,0.15549199571165126,15.549199571165126
FIN,2015,8281815193.0,60174387730.0,0.13763023614232958,13.763023614232958
FIN,2016,7752453995.0,60501949554.0,0.12813560640852867,12.813560640852867
FIN,2017,9474691484.053,70100319875.007,0.13515903352433958,13.51590335243396
FIN,2018,12165949123.754,78352161411.624,0.15527266771672124,15.527266771672124
FIN,2019,11083221606.105,73719857019.413,0.15034241864015557,15.034241864015558
FIN,2020,7123339700.976,68266522010.137,0.10434601750940592,10.434601750940592
FIN,2021,11384403406.984,86263574423.987,0.13197231256647743,13.197231256647743
FIN,2022,19321120308.239,97374453184.738,0.19842083499645569,19.842083499645568
FIN,2023,12185424079.369,83093614764.398,0.14664693687859545,14.664693687859545
FIN,2024,10763665240.399,78426812937.415,0.13724471054291676,13.724471054291676
FJI,2015,480950052.575,2267694584.053,0.21208766645965554,21.208766645965554
FJI,2016,350139232.925,2301660539.769,0.15212461910657807,15.212461910657806
FJI,2017,452134605.893,2406005392.938,0.1879191988596889,18.79191988596889
FJI,2018,567331044.402,2729102104.728,0.20788194161703738,20.78819416170374
FJI,2019,524402184.315,2781213915.378,0.18855154629259344,18.855154629259342
FJI,2020,301144475.929,1730545905.907,0.1740170398838201,17.40170398838201
FJI,2021,348124350.78,2115649940.485,0.16454723634487214,16.454723634487216
FJI,2022,742628589.209,2997429398.115,0.24775515636031945,24.775515636031944
FJI,2023,753058570.969,3100455051.616,0.24288646615808715,24.288646615808716
FJI,2024,713435710.113,3096120802.516,0.23042889978105538,23.04288997810554
FRA,2015,59620253841.0,563398247561.0,0.10582257594712313,10.582257594712313
FRA,2016,47087631135.0,560554862702.0,0.08400182438526546,8.400182438526546
FRA,2017,59727484201.715,613132639717.873,0.09741364320320316,9.741364320320315
FRA,2018,73886235683.25,659374522338.024,0.1120550357652016,11.20550357652016
FRA,2019,66067755409.2,643208112669.297,0.10271598586501113,10.271598586501113
FRA,2020,39308170842.307,580805912500.151,0.06767866854712293,6.767866854712293
FRA,2021,72661276799.146,715858934243.614,0.10150222805547696,10.150222805547696
FRA,2022,154290281253.405,819397544527.594,0.1882972218843513,18.82972218843513
FRA,2023,116251292438.954,803968336404.732,0.14459685434729735,14.459685434729735
FRA,2024,95683442128.818,762044581837.767,0.12556147554788102,12.556147554788103
GAB,2015,404702275.777,6120982672.298,0.06611720657347697,6.611720657347697
GAB,2016,247666136.914,6172323749.42,0.040125266750188314,4.012526675018831
GAB,2017,122422672.711,3844513002.082,0.03184347995304005,3.1843479953040053
GAB,2018,284891082.027,3492938523.892,0.0815620086292159,8.15620086292159
GAB,2019,268313913.44,3874468700.474,0.06925179532542737,6.925179532542737
GAB,2020,162228741.054,3483699203.703,0.04656795307745251,4.656795307745251
GAB,2021,157371524.914,3646230358.347,0.043160061062445756,4.316006106244576
GAB,2022,151185814.634,4059690666.637,0.03724072276650589,3.724072276650589
GAB,2023,290653830.653,4217063693.134,0.06892327263783736,6.892327263783736
GBR,2015,50956566790.0,630251057548.0,0.08085121981111336,8.085121981111335
GBR,2016,39729084307.0,636367936193.0,0.062430996358293606,6.243099635829361
GBR,2017,51655153786.955,640907688603.23,0.08059687019753234,8.059687019753234
GBR,2018,67256740700.914,671694257766.444,0.1001299920659735,10.01299920659735
GBR,2019,56262381224.995,692494170352.687,0.081245999798584,8.1245999798584
GBR,2020,33676254164.004,634174870301.665,0.05310247337297494,5.310247337297494
GBR,2021,70266167358.353,688236538506.736,0.10209595600781268,10.209595600781268
GBR,2022,137373563360.256,821631452550.547,0.16719608643731265,16.719608643731267
GBR,2023,92443663274.543,791657207072.251,0.11677233839179346,11.677233839179346
GBR,2024,81078309025.655,809205759193.1,0.10019492336102784,10.019492336102784
GEO,2015,1241398444.96,7304131181.5,0.16995839944718277,16.995839944718277
GEO,2016,1034633414.17,7341675727.62,0.14092605728657046,14.092605728657045
GEO,2017,1179435395.66,8057081812.77,0.14638493477758466,14.638493477758466
GEO,2018,1341165876.51,9361234987.34,0.14326804938918566,14.326804938918567
GEO,2019,1294287336.03,9518320313.89,0.135978543834174,13.597854383417399
GEO,2020,954619637.56,8049010240.54,0.11860087253360924,11.860087253360923
GEO,2021,1322036941.49,10098566979.08,0.13091332109087425,13.091332109087425
GEO,2022,1981346767.15,13539631288.052,0.14633683333005032,14.633683333005031
GEO,2023,1739148823.243,15610158504.405,0.11141134939483369,11.141134939483369
GEO,2024,1892625603.36,16888759221.053,0.11206421848922518,11.206421848922519
GHA,2015,1700481079.237,14687476669.332,0.11577761909148547,11.577761909148547
GHA,2016,198674081.0,11361004402.0,0.01748736942351904,1.748736942351904
GHA,2017,301882547.211,12718141844.093,0.023736372098351048,2.373637209835105
GHA,2018,245692546.861,11880470763.49,0.02068037132131501,2.0680371321315008
GHA,2019,299894944.843,10439795453.291,0.028726132248928525,2.8726132248928526
GHA,2021,2661918869.984,17848192165.582,0.14914221257193638,14.914221257193638
GHA,2022,4805923610.433,17962659788.548,0.26755077850424974,26.755077850424975
GHA,2023,5262252706.246,16394367827.129,0.32097929982625817,32.097929982625814
GIN,2015,322738985.0,2138647793.0,0.1509079643952388,15.09079643952388
GIN,2016,477554000.2,3463051094.18,0.13789978467328326,13.789978467328327
GMB,2015,73175526.287,391476421.776,0.18692192483783993,18.69219248378399
GMB,2016,65167203.186,366403726.521,0.17785627838658188,17.78562783865819
GMB,2017,70582635.433,460705804.255,0.15320543995997196,15.320543995997197
GMB,2018,78341092.629,466239674.069,0.1680275124278808,16.80275124278808
GMB,2019,75876099.693,494031876.325,0.15358543310489695,15.358543310489695
GMB,2020,81293706.948,553142583.395,0.14696700161655793,14.696700161655793
GMB,2021,272801182.04,708379309.7,0.3851060841338404,38.51060841338404
GMB,2022,370762253.073,914919110.614,0.4052404729246309,40.52404729246309
GMB,2023,261526528.877,2447864236.075,0.10683865756229265,10.683865756229265
GMB,2024,316543015.284,988450219.396,0.32024173708760567,32.024173708760564
GNB,2015,27870243.502,152753310.501,0.18245263170134404,18.245263170134404
GNB,2016,21539927.863,120971519.806,0.17805784285047607,17.805784285047608
GNB,2017,26742116.871,176913679.322,0.15115912445824362,15.115912445824362
GNB,2018,28910675.268,165737266.64,0.17443678090092582,17.443678090092583
GRC,2015,12602350255.0,47263979668.0,0.26663751853998874,26.663751853998875
GRC,2016,10782766755.0,47595035419.0,0.22655234227844498,22.6552342278445
GRC,2017,13828365744.548,55300597553.13,0.25005816132931313,25.005816132931315
GRC,2018,18874093340.543,65141447585.19,0.28974015838165146,28.974015838165144
GRC,2019,16717359016.111,62198045283.381,0.2687762764881904,26.87762764881904
GRC,2020,11054666850.078,55533637799.335,0.1990625373764075,19.90625373764075
GRC,2021,20028576487.961,77285028307.198,0.2591520884012618,25.91520884012618
GRC,2022,34188502618.373,97970295871.644,0.34896804499973283,34.896804499973285
GRC,2023,24620929203.918,88606155533.414,0.2778692863458372,27.786928634583717
GRC,2024,23404145624.403,89273160391.125,0.2621632921010568,26.216329210105684
GRD,2015,66790527.654,350943978.315,0.19031677926113386,19.031677926113385
GRD,2016,96914346.049,383701223.706,0.25257763087890966,25.257763087890968
GRD,2017,64394953.753,405426843.832,0.15883248663150645,15.883248663150646
GRD,2018,85911592.977,514805692.972,0.16688159076296905,16.688159076296905
GRD,2019,77831699.189,479834567.646,0.16220527747892616,16.220527747892614
GRD,2020,53040436.095,394551606.009,0.1344321890652502,13.44321890652502
GRD,2021,65379663.268,446676290.664,0.1463692267409377,14.63692267409377
GRD,2022,120419673.213,589270125.337,0.20435394233524518,20.43539423352452
GRD,2023,108441143.12,608759031.293,0.1781347586575788,17.81347586575788
GRD,2024,105672716.491,634721942.513,0.1664866288892095,16.648662888920953
GRL,2015,104694404.46,666810801.34,0.15700766131803762,15.700766131803762
GRL,2016,61661001.38,733564078.49,0.08405673503932427,8.405673503932427
GRL,2017,116241373.59,760311974.68,0.15288641697235358,15.288641697235358
GRL,2018,136928235.88,829150195.24,0.1651428615298893,16.51428615298893
GTM,2015,2511744642.0,17637088553.0,0.14241265696728397,14.241265696728398
GTM,2016,2308438849.0,16978677827.0,0.1359610490593709,13.59610490593709
GTM,2017,2816601852.0,18377914375.0,0.15326014663728674,15.326014663728674
GTM,2018,3269248989.0,19643972138.0,0.16642504713574952,16.64250471357495
GTM,2019,3272663504.0,19870650527.0,0.16469835748724704,16.469835748724705
GTM,2020,2150916965.0,18197563571.0,0.1181980739678659,11.81980739678659
GTM,2021,4008518816.0,26593808327.0,0.15073128175968145,15.073128175968145
GTM,2022,5702832157.0,32099063169.0,0.1776635077159376,17.76635077159376
GTM,2023,5060545632.0,30277974452.0,0.16713620126810455,16.713620126810454
GTM,2024,4978857215.0,32464570009.0,0.15336279561441088,15.336279561441089
GUY,2015,372161194.662,1484346603.914,0.25072391696162244,25.072391696162242
GUY,2016,332850735.0,1624985848.0,0.2048330054133493,20.48330054133493
GUY,2017,379099576.769,1761552833.489,0.21520761089983353,21.520761089983353
GUY,2018,533349225.179,2400147336.232,0.22221520201185105,22.221520201185104
GUY,2019,616105141.346,4025139265.307,0.15306430429780649,15.306430429780649
GUY,2020,495438172.341,2241202026.539,0.2210591309816392,22.10591309816392
GUY,2021,835047108.771,4372370331.587,0.1909827039897397,19.09827039897397
GUY,2022,1287612510.819,3609682481.231,0.3567107404914709,35.67107404914709
GUY,2023,1021892764.636,5230066222.935,0.1953881119429757,19.53881119429757
GUY,2024,1071676155.844,7210547886.585,0.1486261755279124,14.86261755279124
HKG,2015,12122609794.668,559305500094.066,0.02167439761030273,2.167439761030273
HKG,2016,9704559532.812,547124448110.539,0.017737389667608724,1.7737389667608725
HKG,2017,12485554773.961,589317440320.894,0.021186467461683112,2.118646746168311
HKG,2018,15766940878.726,627327030842.157,0.025133527017893082,2.5133527017893083
HKG,2019,14382096525.616,578590151014.665,0.024857140240625127,2.4857140240625126
HKG,2020,8848624232.788,573061309610.599,0.015440973041437277,1.5440973041437278
HKG,2021,11318716123.172,713173047238.355,0.01587092525019259,1.587092525019259
HKG,2022,14603932920.561,668483049171.977,0.02184637731450379,2.1846377314503793
HKG,2023,14536741692.689,654823993479.313,0.022199464035290026,2.219946403529003
HKG,2024,14692301788.368,697903873840.051,0.021052042178139926,2.1052042178139927
HND,2015,1320628965.0,8380670716.0,0.15758034288099573,15.758034288099573
HND,2016,1107742237.0,7912040654.0,0.14000714675802017,14.000714675802017
HND,2017,1284516806.99,8612241191.98,0.14915011996948993,14.915011996948992
HND,2018,1540641716.35,9427941451.99,0.16341231266607087,16.341231266607085
HND,2019,1626873598.66,9156168376.85,0.1776806117691442,17.768061176914422
HND,2020,1098381103.03,7971717667.73,0.1377847471287542,13.778474712875418
HND,2021,1671452861.96,11630877995.9,0.1437082275774197,14.37082275774197
HND,2023,2597126959.33,14380533411.63,0.1806001825516166,18.060018255161662
HND,2024,2582101736.99,14508558215.87,0.1779709395359217,17.797093953592167
HRV,2015,3127733219.0,20580470841.0,0.15197578535321907,15.197578535321906
HRV,2016,2687510109.0,21829864971.0,0.12311162311678231,12.311162311678231
HRV,2017,3267210489.0,24608731979.0,0.13276630798320257,13.276630798320257
HRV,2018,3807972207.0,28113089203.0,0.13545193057594127,13.545193057594126
HRV,2019,3414502143.0,28004414329.0,0.12192728270928734,12.192728270928734
HRV,2020,2217849951.0,26095988209.0,0.08498815730745565,8.498815730745566
HRV,2021,4585286220.0,33735256498.0,0.1359197082219262,13.59197082219262
HRV,2022,11234151797.0,44114930019.0,0.25465645739801757,25.465645739801758
HRV,2023,6870384948.0,42552636805.0,0.16145615087224674,16.145615087224673
HRV,2024,7071480605.0,45486868189.0,0.15546202423999994,15.546202423999993
HUN,2015,7426532253.0,90760850877.0,0.08182528239036134,8.182528239036134
HUN,2016,5874188862.0,92209667137.0,0.06370469652897083,6.370469652897083
HUN,2017,8088677981.0,104394044411.0,0.07748217847710569,7.748217847710569
HUN,2018,9582975772.0,117381592676.0,0.08163951053595943,8.163951053595943
HUN,2019,9437797341.0,117324011167.0,0.08044216394516344,8.044216394516344
HUN,2020,6306079099.0,113422659451.0,0.05559805359461091,5.559805359461091
HUN,2021,12531276310.0,139132012128.0,0.09006752736725576,9.006752736725577
HUN,2022,23940557810.0,159334561983.0,0.15025338829220436,15.025338829220436
HUN,2023,14773280187.0,149541028461.0,0.09879081573156923,9.879081573156922
HUN,2024,13370887444.0,151630797084.0,0.08818055237547048,8.818055237547048
IDN,2015,25049576462.0,142694802188.0,0.17554652361476528,17.554652361476528
IDN,2016,19250356061.0,135652799792.0,0.14190902134358507,14.190902134358508
IDN,2017,25500183985.0,156985501122.0,0.16243655498594575,16.243655498594574
IDN,2018,31581864796.0,188711171618.0,0.16735556525466244,16.735556525466244
IDN,2019,23480061665.0,171275708684.0,0.13708926879012487,13.708926879012488
IDN,2020,15779401708.0,141568761235.0,0.11146104246689462,11.146104246689461
IDN,2021,28840152822.0,196223282177.0,0.14697620232437664,14.697620232437664
IDN,2022,44897545689.0,237935368273.0,0.18869639270058364,18.869639270058364
IDN,2023,40121643953.0,223107450095.0,0.17983103628281374,17.983103628281373
IDN,2024,40664000456.0,235199553493.0,0.1728914866209992,17.289148662099922
IND,2015,104645636854.0,390744731405.0,0.267810743033504,26.7810743033504
IND,2016,89308776816.0,356704792107.0,0.25037167650164405,25.037167650164406
IND,2017,123108161090.718,444052353836.283,0.2772379428397458,27.723794283974577
IND,2018,168786293541.8,507615733027.083,0.33250800272732023,33.25080027273202
IND,2019,152672230366.092,478883729111.406,0.31880855640968087,31.880855640968086
IND,2020,104358496964.253,367980363479.684,0.2835980050060866,28.35980050060866
IND,2021,170398554314.657,570402004491.755,0.29873414359139067,29.873414359139066
IND,2022,277238257324.308,732565993392.928,0.3784481668883654,37.84481668883654
IND,2023,220593798333.951,672140129635.882,0.32819614334506875,32.81961433450687
IND,2024,217944546880.299,697745120144.984,0.3123555301039045,31.235553010390447
IRL,2015,5675042189.909,77786786409.709,0.0729563779639657,7.29563779639657
IRL,2016,4308313564.422,82234102761.896,0.05239083810394902,5.239083810394902
IRL,2017,5403190159.984,93692995615.495,0.05766909387931255,5.766909387931255
IRL,2018,6941878970.336,108630984230.971,0.06390330548396939,6.390330548396939
IRL,2019,6145600276.965,101888445882.655,0.06031694981433805,6.031694981433805
IRL,2020,3881214039.745,99441600378.996,0.03903008423992327,3.903008423992327
IRL,2021,7319959098.376,122740450772.83,0.059637707473666514,5.9637707473666515
IRL,2022,13780268065.576,148503448776.55,0.09279426288820322,9.279426288820321
IRL,2023,10883998411.877,150611380483.634,0.07226544486164972,7.226544486164972
IRL,2024,9027962830.213,144552206720.58,0.06245468702988456,6.245468702988457
IRN,2015,307153587.0,40037159161.0,0.007671712814709311,0.767171281470931
IRN,2016,186311516.48,42702117908.18,0.004363050958751398,0.43630509587513977
IRN,2017,323453449.0,51612276867.0,0.00626698662865638,0.626698662865638
IRN,2018,399026942.0,41236168450.0,0.00967662508421051,0.967662508421051
IRN,2019,428201298.0,43975567840.0,0.009737254549116017,0.9737254549116017
IRN,2020,457305408.0,38804577814.0,0.011784831423549526,1.1784831423549527
IRN,2021,820146828.0,52957971518.342,0.015486749293558987,1.5486749293558988
IRN,2022,1181262767.0,58726180300.0,0.020114755650130375,2.0114755650130376
ISL,2015,660025591.0,5285373474.0,0.12487775826000219,12.487775826000219
ISL,2016,607392436.0,5703240191.0,0.10649953634400595,10.649953634400596
ISL,2017,777672029.865,6970762505.194,0.11156197464560685,11.156197464560686
ISL,2018,1121620053.285,7686033358.019,0.14592963639883116,14.592963639883116
ISL,2019,793802803.627,6579003950.047,0.12065698845207853,12.065698845207853
