iso3,year,hs27_import_value,all_import_value,exp_imp,exp_imp_pct
SYC,2021,205048195.572,1848190064.462,0.11094540519115313,11.094540519115313
SYC,2022,267318962.288,2119313437.48,0.12613469888902296,12.613469888902296
SYC,2023,310094341.834,1468094786.253,0.211222289417327,21.1222289417327
SYC,2024,308286080.332,1507668044.319,0.20447875213223746,20.447875213223746
TGO,2015,313796653.189,1878133855.428,0.16707896100275038,16.70789610027504
TGO,2016,174809264.99,1732404711.77,0.10090555850047139,10.090555850047139
TGO,2017,181171424.116,1635573221.637,0.11076937535983288,11.076937535983287
TGO,2018,370100356.928,1733794314.757,0.21346266611784998,21.346266611784998
TGO,2019,242895916.885,1789999724.947,0.13569606380369242,13.569606380369242
TGO,2020,235026195.734,2155832859.958,0.1090187463505769,10.90187463505769
TGO,2021,260731385.895,2553355599.222,0.10211322934198593,10.211322934198593
TGO,2022,405214115.117,2791486760.826,0.14516067953591055,14.516067953591055
TGO,2023,437572496.289,3048896759.421,0.14351830541224922,14.351830541224922
TGO,2024,450130594.287,2967928810.104,0.15166488925023333,15.166488925023334
THA,2015,30294224242.9,202642354491.25,0.14949601389579242,14.949601389579243
THA,2016,24012049920.62,194190234082.14,0.12365220132781346,12.365220132781346
THA,2017,30150364751.0,221514052365.61,0.13611039312863402,13.6110393128634
THA,2018,42043956958.37,249173519017.74,0.16873364843949035,16.873364843949034
THA,2019,36168689504.917,236206439760.276,0.15312321519101812,15.312321519101813
THA,2020,27096365716.68,206150261652.548,0.13143988030608977,13.143988030608977
THA,2021,39208151106.414,267332828928.654,0.14666418360790962,14.666418360790962
THA,2022,59855993030.772,301019948647.819,0.19884394140536205,19.884394140536205
THA,2023,52408357561.613,288499167734.577,0.18165860918472168,18.16586091847217
THA,2024,51287336595.62,307555410756.42,0.166758037094782,16.675803709478203
TJK,2016,471773994.52,3031462923.96,0.15562585007759938,15.562585007759939
TJK,2017,475243949.05,2774084281.72,0.17131561293276107,17.131561293276107
TJK,2018,563090910.28,3141648475.12,0.17923421883108417,17.923421883108418
TJK,2019,593364120.36,3327281572.5,0.17833300471596922,17.83330047159692
TJK,2020,527383436.0,3147786619.1,0.16754103750234092,16.75410375023409
TJK,2021,726580909.11,4215537006.0,0.17235785335909823,17.235785335909824
TJK,2022,987893483.0,5182865726.29,0.19060757796385247,19.060757796385246
TJK,2023,216245837.0,4249831185.24,0.05088339455718592,5.088339455718592
TLS,2017,120287043.03,588047302.41,0.20455334551663862,20.45533455166386
TLS,2018,141670427.17,519435618.55,0.27273914631705803,27.273914631705804
TLS,2019,149450745.24,535637257.19,0.27901484303767765,27.901484303767766
TLS,2020,108416591.69,496895983.99,0.2181876996055212,21.81876996055212
TLS,2021,123736353.84,542319559.55,0.2281613334076916,22.81613334076916
TLS,2022,220601277.61,933461587.088,0.23632603704473948,23.632603704473947
TLS,2023,191144669.8,909435425.2,0.2101794855395743,21.01794855395743
TON,2017,34138491.566,189470629.483,0.18017827701925182,18.01782770192518
TON,2018,46032362.126,175994705.217,0.2615553807101326,26.15553807101326
TON,2019,46115801.697,272256960.38,0.16938337088842217,16.938337088842218
TON,2020,31429295.753,217832628.381,0.14428185523258072,14.428185523258072
TON,2021,45244810.402,270969532.852,0.16697379194550305,16.697379194550305
TON,2022,63196971.339,273574212.12,0.231004855498878,23.1004855498878
TON,2023,52967993.142,326484348.087,0.1622374654477627,16.223746544776272
TTO,2015,2631450753.946,9238864060.889,0.28482405808802336,28.482405808802337
TTO,2016,2048599325.684,8048587660.633,0.25452904435694285,25.452904435694286
TTO,2017,1634049223.859,6898750365.563,0.23686162526126525,23.686162526126527
TTO,2018,2380414875.277,7717407418.469,0.3084474806371222,30.844748063712217
TTO,2019,1056548788.702,6338601314.153,0.16668484675679307,16.668484675679306
TTO,2020,160996050.179,4875999395.396,0.033018061965105074,3.3018061965105074
TTO,2021,38371180.286,5760698895.64,0.006660855042266022,0.6660855042266022
TTO,2022,53238257.406,6202573330.287,0.00858325320331789,0.8583253203317889
TTO,2023,3333094668.13,9160019517.177,0.36387418846430764,36.38741884643076
TTO,2024,1170888196.966,7669565887.964,0.1526668150544867,15.26668150544867
TUN,2015,2874487819.0,20222503107.0,0.14214302768508408,14.214302768508407
TUN,2016,2144693984.0,19487207662.0,0.11005650584727679,11.005650584727679
TUN,2017,2678569618.161,20618072727.872,0.1299136759053161,12.99136759053161
TUN,2018,3406541036.895,22694713774.572,0.1501028420420889,15.01028420420889
TUN,2019,3606890128.99,21573846826.992,0.16718808462463258,16.718808462463258
TUN,2020,2388219311.95,18445428948.93,0.12947485897792244,12.947485897792244
TUN,2021,3138522926.016,22496204948.891,0.1395134394066196,13.951343940661959
TUN,2022,5099151544.451,26672667450.171,0.1911751628882663,19.11751628882663
TUN,2023,4653599755.222,25930493874.99,0.17946437031461263,17.94643703146126
TUN,2024,4895145139.256,26065070572.389,0.18780479130724004,18.780479130724004
TUR,2015,38651586898.0,213619211455.0,0.18093684849193517,18.09368484919352
TUR,2016,27464819394.0,202189241859.0,0.13583719460777763,13.583719460777763
TUR,2017,37654928798.0,238715127912.0,0.15774001893956682,15.774001893956683
TUR,2018,43613270020.0,231152482645.0,0.1886774890797107,18.86774890797107
TUR,2019,41731206756.0,210345202552.0,0.1983939079650914,19.83939079650914
TUR,2020,28925039417.0,219514372881.0,0.13176831675017667,13.176831675017667
TUR,2021,50691986207.0,271425552445.0,0.1867620264575934,18.67620264575934
TUR,2022,96548874404.0,363710572811.0,0.26545523177345476,26.545523177345476
TUR,2023,69113810547.0,361966912768.0,0.19093958068840944,19.093958068840944
TUR,2024,65589736402.0,344010273095.0,0.1906621445106876,19.06621445106876
TZA,2015,7451163969.0,14705968733.0,0.5066761737551968,50.66761737551968
TZA,2016,1434036594.0,7876086602.0,0.18207476205706657,18.20747620570666
TZA,2017,1529297783.0,7765411242.0,0.19693712738980784,19.693712738980786
TZA,2018,1781536487.929,8553677024.139,0.2082772686999281,20.82772686999281
TZA,2019,1915481033.38,9054671035.44,0.2115461760988117,21.15461760988117
TZA,2020,1383636541.83,8516523405.047,0.16246494913758347,16.246494913758347
TZA,2021,2268034091.48,10873264133.534,0.20858815380794482,20.858815380794482
TZA,2022,3890900933.51,15654447273.284,0.24854923751605346,24.854923751605345
TZA,2023,3271331539.27,15117482286.806,0.2163939389646318,21.63939389646318
TZA,2024,3116521533.638,15684503481.074,0.19870068168868776,19.870068168868777
UGA,2015,1032031887.0,5528117117.0,0.18668777545003665,18.668777545003664
UGA,2016,796594919.0,4829459128.0,0.16494495509477267,16.494495509477268
UGA,2017,1036348345.94,5595903639.36,0.18519767543004487,18.519767543004487
UGA,2018,1318769613.17,6729436499.55,0.1959702886353392,19.597028863533918
UGA,2019,1249880884.78,7696028888.77,0.16240595024322463,16.240595024322463
UGA,2020,976588552.0,8250512382.0,0.11836701852973475,11.836701852973475
UGA,2021,1293449116.02,9086036680.36,0.14235570045802984,14.235570045802984
UGA,2022,2046320258.92,9747768913.48,0.2099270383903114,20.99270383903114
UGA,2023,2116965669.22,11780107481.99,0.17970682122013912,17.970682122013912
UGA,2024,2170058571.92,13832924772.85,0.15687633725726555,15.687633725726554
UKR,2015,10882445705.0,37516153220.0,0.290073602194335,29.007360219433497
UKR,2016,7851500040.48,39249626345.39,0.20004012194633758,20.00401219463376
UKR,2017,11559446493.6,49439155766.36,0.2338115672570894,23.38115672570894
UKR,2018,13398587908.15,57187093429.57,0.23429391326998145,23.429391326998143
UKR,2019,12172489389.64,60799689210.96,0.20020644098038806,20.020644098038805
UKR,2020,7422763146.33,53674668694.62,0.1382917366208915,13.82917366208915
UKR,2021,12482208796.41,69962816304.35,0.17841204022019774,17.841204022019774
UKR,2022,12797592876.16,55224067358.78,0.231739411605026,23.1739411605026
UKR,2023,10363340647.59,63561928404.96,0.16304320695816563,16.304320695816564
UKR,2024,8901722231.07,70770300839.67,0.12578330352497494,12.578330352497494
URY,2015,1136081868.0,9489416542.0,0.11972093995154713,11.972093995154713
URY,2016,836726895.0,8136629138.0,0.10283458675685311,10.283458675685312
URY,2017,1064257719.0,8457876667.98,0.12583036627018793,12.583036627018792
URY,2018,1253711662.97,8893245997.86,0.14097346045208725,14.097346045208726
URY,2019,1111740019.17,8245758796.97,0.13482567784768598,13.482567784768598
URY,2020,869760169.49,7564488840.82,0.11497937108407671,11.49793710840767
URY,2021,1475778848.23,10320437770.63,0.1429957605509512,14.29957605509512
URY,2022,2233113859.24,12973460921.68,0.17212938572992767,17.212938572992766
URY,2023,2052986316.81,12486195279.53,0.16442048765452894,16.442048765452892
URY,2024,1830196331.0,12522402583.0,0.14615376872522962,14.615376872522962
USA,2015,200696083561.0,2313424569327.0,0.08675281062627628,8.675281062627628
USA,2016,163138185187.0,2247167254438.0,0.07259725989011871,7.259725989011871
USA,2017,204019056862.0,2405276626657.0,0.08482145238552379,8.482145238552379
USA,2018,241728103047.0,2611432490157.0,0.09256532725165997,9.256532725165997
USA,2019,210111735980.0,2567492197103.0,0.08183539417065304,8.183539417065305
USA,2020,130118461274.0,2405381557667.0,0.05409472807308085,5.409472807308084
USA,2021,223932092237.0,2932976075226.0,0.07634978482384823,7.634978482384823
USA,2022,322698860015.0,3372902165775.0,0.09567394610179945,9.567394610179946
USA,2023,266592032220.0,3168471121076.0,0.08413901280232165,8.413901280232166
USA,2024,251121693817.0,3356812501330.0,0.07480956821910764,7.480956821910764
UZB,2017,742064805.0,12034948143.34,0.06165916098364329,6.165916098364329
UZB,2018,879524060.0,17313951650.57,0.050798574337652426,5.079857433765243
UZB,2019,940591995.45,21867269545.15,0.04301369192472484,4.3013691924724835
UZB,2020,1095092368.18,20020135797.97,0.054699547457167604,5.469954745716761
UZB,2021,1541711287.09,23885922503.94,0.06454476635079485,6.4544766350794855
UZB,2022,1794054039.75,28264000159.02,0.06347488075489048,6.347488075489048
UZB,2023,2685970763.91,36660333514.05,0.07326640285147996,7.326640285147996
UZB,2024,3953260785.39,35323318565.32,0.11191646045599075,11.191646045599075
VCT,2015,43278262.796,333671111.325,0.12970335557112828,12.970335557112827
VCT,2016,41795579.075,334767433.147,0.12484959687415924,12.484959687415923
VCT,2017,31165652.012,329952436.688,0.09445498364805213,9.445498364805212
VCT,2018,50883284.78,353627074.298,0.14388967496623542,14.388967496623541
VCT,2019,39529520.06,335230895.65,0.11791729393961067,11.791729393961067
VCT,2020,35979059.92,321193214.61,0.1120168742159967,11.201687421599669
VCT,2021,46702636.938,372496089.109,0.12537752288812312,12.537752288812312
VCT,2022,70045359.303,437950552.339,0.1599389678330185,15.99389678330185
VCT,2023,46471327.536,456433084.893,0.10181410829781129,10.181410829781129
VNM,2015,7932090890.0,165775857847.0,0.0478482873985233,4.78482873985233
VNM,2016,7740859594.7,174978350264.05,0.04423895632241762,4.423895632241762
VNM,2017,11036918870.9,213215299139.3,0.05176419757612819,5.176419757612819
VNM,2018,15010022259.72,236868822761.78,0.06336850111682128,6.3368501116821285
VNM,2019,15561624974.93,253442015854.49,0.06140112531248362,6.140112531248362
VNM,2020,12928719616.623,261309451920.758,0.04947666271384484,4.947666271384485
VNM,2021,16390904374.073,330752261349.424,0.04955643933377916,4.955643933377916
VNM,2022,26884109704.882,358788312545.154,0.07493028274575861,7.4930282745758605
VNM,2023,25685316504.324,325443689199.0,0.07892399624507122,7.892399624507123
WSM,2015,55914001.0,370582374.0,0.15088143668700227,15.088143668700226
WSM,2016,48220326.0,349840565.0,0.13783514784799183,13.783514784799184
WSM,2017,57009637.244,356189844.917,0.1600540780641416,16.00540780641416
WSM,2018,68938328.048,362883715.503,0.18997360615216163,18.997360615216163
WSM,2019,69107841.63,390681506.03,0.1768904864022237,17.68904864022237
WSM,2021,59727288.559,368240215.628,0.1621965391725088,16.21965391725088
WSM,2022,91453414.652,445412385.976,0.20532301644823983,20.532301644823985
WSM,2023,108476314.449,473312434.532,0.22918543130238864,22.918543130238863
WSM,2024,96685745.09,490203841.507,0.19723579642453568,19.72357964245357
YEM,2015,647678705.0,6572822909.0,0.09853889477429095,9.853889477429096
YEM,2018,1109798796.423,3309026257.702,0.3353853097538475,33.53853097538475
YEM,2019,1340089975.692,4715958741.226,0.2841606657787721,28.41606657787721
ZAF,2015,13352300185.515,85267207335.952,0.15659361438808547,15.659361438808547
ZAF,2016,10106390004.18,75149135298.341,0.13448444834471848,13.448444834471848
ZAF,2017,12264043924.329,83086880674.466,0.14760505900299067,14.760505900299068
ZAF,2018,17164149603.945,92636961890.609,0.18528402976139705,18.528402976139706
ZAF,2019,14840987003.598,88037490927.971,0.16857576070336153,16.85757607033615
ZAF,2020,9624700919.106,68943156587.84,0.13960342687302454,13.960342687302454
ZAF,2021,15483654590.995,93439563371.935,0.16570769417406747,16.570769417406748
ZAF,2022,25498412167.28,111880322479.528,0.22790792520235834,22.790792520235833
ZAF,2023,22459628528.372,107122724129.389,0.2096625969037528,20.96625969037528
ZAF,2024,19598299367.787,101178542032.123,0.19370015592401765,19.370015592401764
ZMB,2015,1756323485.224,7932461752.768,0.22140963801194985,22.140963801194985
ZMB,2016,1691639771.631,7287991585.888,0.2321132992121702,23.21132992121702
ZMB,2017,1342375615.391,8002113495.118,0.1677526338772836,16.77526338772836
ZMB,2018,1341591532.315,9494919978.485,0.14129571764216836,14.129571764216836
ZMB,2019,1258031109.171,7173221888.47,0.17537880867635192,17.53788086763519
ZMB,2020,495649802.607,5285972555.51,0.09376700264747757,9.376700264747758
ZMB,2021,709429945.135,6981410691.323,0.10161699067736132,10.161699067736132
ZMB,2022,569261354.892,9003919006.784,0.06322373118450868,6.322373118450868
ZMB,2023,1958683811.81,10125486798.647,0.19344095259417313,19.344095259417312
ZMB,2024,2584528163.476,11268010578.855,0.22936863125829857,22.936863125829856
ZWE,2015,1581846812.46,6052863157.2,0.2613386047854662,26.133860478546623
ZWE,2016,1502883528.72,5335636736.81,0.28166901212591244,28.166901212591245
ZWE,2017,1495146951.6,4962102713.96,0.30131318067916407,30.131318067916407
ZWE,2018,1827124942.61,6450201802.53,0.283266322286744,28.3266322286744
ZWE,2019,1465641689.07,4787446790.5,0.30614265875045443,30.614265875045444
ZWE,2020,1245815475.24,5631911616.531,0.22120650323830282,22.120650323830283
ZWE,2021,1432631891.46,7541366251.0,0.1899698070319858,18.99698070319858
ZWE,2022,1664387661.9,8603709737.018,0.19345000154280753,19.345000154280754
ZWE,2023,1856069761.5,9201594318.416,0.2017117574706892,20.17117574706892
ZWE,2024,2018468272.684,9533498151.304,0.21172378078322823,21.172378078322822
